"Unidade da Federa��o";"01 ESF - EQUIPE DE SAUDE DA FAMILIA";"02 ESFSB_M1 - ESF COM SAUDE BUCAL - M I";"03 ESFSB_M2 - ESF COM SAUDE BUCAL - M II";"04 EACS - EQUIPE DE AGENTES COMUNITARIOS DE SAUDE";"05 EPEN - EQUIPE DE AT. SAUDE SIST. PENITENCIARIO";"06 NASF1 - NUCLEO DE APOIO A SAUDE DA FAMILIA-NASF MODALIDADE 1";"07 NASF2 - NUCLEO DE APOIO A SAUDE DA FAMILIA-NASF MODALIDADE 2";"08 EMSI - EQ MULTIDISC AT BASICA SAUDE INDIGENA";"09 EMSIAL  EQ MULTIDISC AT BASICA SAUDE INDIGENA-AMAZONIA LEGAL";"10 EACSSB_M1 - EQ AGENTES COMUNIT�RIOS COM SAUDE BUCAL - MI";"11 EACSSB_M2 - EQ AGENTES COMUNIT�RIOS COM SAUDE BUCAL - MII";"12 ESFR - EQUIPE DE SAUDE DA FAMILIA RIBEIRINHA";"13 ESFRSB_MI - ESF RIBEIRINHA COM SAUDE BUCAL MI";"14 ESFF - EQUIPE DE SAUDE DA FAMILIA FLUVIAL";"15 ESFFSB - ESF FLUVIAL COM SAUDE BUCAL";"16 EAB1 - EQUIPE DE ATENCAO BASICA TIPO I";"17 EAB2 - EQUIPE DE ATENCAO BASICA TIPO II";"18 EAB3 - EQUIPE DE ATENCAO BASICA TIPO III";"19 EAB1SB - EQUIPE DE ATENCAO BASICA TIPO I COM SAUDE BUCAL";"20 EAB2SB - EQUIPE DE ATENCAO BASICA TIPO II COM SAUDE BUCAL";"21 EAB3SB - EQUIPE DE ATENCAO BASICA TIPO III COM SAUDE BUCAL";"22 EMAD - EQUIPE MULTIDISCIPLINAR DE ATENCAO DOMICILIAR TIPO I";"23 EMAP - EQUIPE MULTIDISCIPLINAR DE APOIO";"24 ESF1      - ESTRATEGIA DE SAUDE DA FAMILIA TIPO I";"25 ESF1SB_M1 - ESF TIPO I COM SAUDE BUCAL MODALIDADE I";"26 ESF1SB_M2 - ESF TIPO I COM SAUDE BUCAL MODALIDADE II";"27 ESF2      - ESTRATEGIA DE SAUDE DA FAMILIA TIPO II";"28 ESF2SB_M1 - ESF TIPO II COM SAUDE BUCAL MODALIDADE I";"33 ESF4      - ESTRATEGIA DE SAUDE DA FAMILIA TIPO IV";"34 ESF4SB_M1 - ESF TIPO IV COM SAUDE BUCAL MODALIDADE I";"35 ESF4SB_M2 - ESF TIPO IV COM SAUDE BUCAL MODALIDADE II";"36 ESFTRANS      - ESF TRANSITORIA";"37 ESFTRANSSB_M1 - ESF TRANSITORIA COM SAUDE BUCAL MI";"38 ESFTRANSSB_M2 - ESF TRANSITORIA COM SAUDE BUCAL MII";"39 ESFRSB_MII - ESF RIBEIRINHA COM SAUDE BUCAL MII";"40 eCR MI   - EQUIPE DOS CONSULTORIOS NA RUA MODALIDADE I";"41 eCR MII  - EQUIPE DOS CONSULTORIOS NA RUA MODALIDADE II";"42 eCR MIII - EQUIPE DOS CONSULTORIOS NA RUA MODALIDADE III";"43 ESB MI  - EQUIPE DE SAUDE BUCAL MODALIDADE I";"44 ESB MII - EQUIPE DE SAUDE BUCAL MODALIDADE II";"45 NASF3 - NUCLEO DE APOIO A SAUDE DA FAMILIA-NASF MODALIDADE 3";"46 EMAD - EQUIPE MULTIDISCIPLINAR DE ATENCAO DOMICILIAR TIPO II";"47 EAD - EQUIPE DE CUIDADOS DOMICILIARES";"49 EAP";"50 EABP1   - EQ ATENCAO BASICA PRISIONAL TIPO I";"51 EABP1SM - EQ ATENCAO BASICA PRISIONAL TIPO I C SAUDE MENTAL";"52 EABP2   - EQ ATENCAO BASICA PRISIONAL TIPO II";"53 EABP2SM - EQ ATENCAO BASICA PRISIONAL TIPO II C SAUDE MENTAL";"54 EABP3   - EQ ATENCAO BASICA PRISIONAL TIPO III";"Total"
"32 Esp�rito Santo";329;432;3;74;10;23;11;5;-;6;-;-;-;-;-;17;-;-;10;-;-;-;-;-;1;-;-;-;-;5;-;5;-;-;-;1;2;-;-;-;1;-;-;-;2;-;2;-;-;939
"33 Rio de Janeiro";1471;1044;160;101;5;203;10;1;-;6;-;-;-;-;-;19;-;-;7;-;-;62;38;1;-;-;-;-;173;43;24;69;12;6;-;3;6;13;-;-;-;4;-;-;-;-;-;-;1;3482
"35 S�o Paulo";3104;2089;216;406;52;340;72;4;-;24;6;-;-;-;-;167;22;4;111;-;-;188;82;14;16;3;4;1;107;45;14;48;26;4;-;10;10;29;5;1;135;12;1;-;11;1;15;2;2;7403
"41 Paran�";1094;989;318;169;3;143;77;2;-;9;3;-;-;-;-;9;1;-;44;6;-;19;11;3;2;-;-;-;20;9;2;19;4;2;-;4;6;3;5;-;99;2;-;-;2;1;1;1;3;3085
"42 Santa Catarina";817;972;56;57;1;114;63;2;-;-;-;-;-;-;-;2;-;-;1;1;-;10;6;6;1;-;-;-;2;3;-;5;-;-;-;3;1;-;-;-;121;3;1;-;11;2;2;2;6;2271
"43 Rio Grande do Sul";1094;985;53;128;1;70;43;8;-;5;1;-;-;-;-;17;6;1;9;1;-;30;10;3;7;-;-;-;15;9;-;29;9;3;-;2;4;2;14;-;105;3;-;2;6;2;21;2;5;2705
"50 Mato Grosso do Sul";32;543;20;80;1;39;22;19;-;15;-;-;-;-;-;-;-;-;2;-;-;7;7;-;-;-;-;-;-;-;-;-;2;-;-;-;2;1;1;-;14;2;1;-;23;6;7;4;4;854
"51 Mato Grosso";209;471;52;69;7;25;24;-;15;2;-;-;-;-;-;1;-;-;-;-;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;37;1;-;-;1;-;-;1;-;921
"52 Goi�s";365;1033;82;18;4;92;41;1;-;-;-;-;-;-;-;-;-;-;-;-;-;30;26;1;1;-;-;-;1;-;1;1;6;-;-;3;-;5;-;-;107;7;-;-;37;9;8;2;-;1881
"53 Distrito Federal";286;173;-;7;-;18;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;14;9;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;4;2;-;5;523
"Total";16103;25528;2158;2381;128;3440;1049;118;127;290;16;44;86;1;18;258;31;6;227;12;1;647;435;33;54;3;4;1;330;125;41;203;73;15;8;39;72;70;27;4;1266;109;6;13;169;45;104;36;69;56023
